Nicotine Experiment Craving Levels 
Nicotine_wLikertFaces_cravePlot_40min_10Puff
12	FP
Craving Level:	50	10:09:55 at 710.376 s
Craving Level:	50	10:09:55 at 710.5435 s
Craving Level:	50	10:09:55 at 710.7666 s
Craving Level:	50	10:09:55 at 710.933 s
Craving Level:	50	10:09:55 at 711.1569 s
Craving Level:	50	10:09:56 at 711.3264 s
Craving Level:	50	10:09:56 at 711.548 s
Craving Level:	50	10:09:56 at 711.7709 s
Craving Level:	50	10:09:56 at 711.9382 s
Craving Level:	50	10:09:56 at 712.1624 s
Craving Level:	50	10:09:57 at 712.3305 s
Craving Level:	50	10:09:57 at 712.5525 s
Craving Level:	50	10:09:57 at 712.7749 s
Craving Level:	50	10:09:57 at 712.9433 s
Craving Level:	50	10:09:57 at 713.1678 s
Craving Level:	50	10:09:58 at 713.3355 s
Craving Level:	50	10:09:58 at 713.5573 s
Craving Level:	50	10:09:58 at 713.7259 s
Craving Level:	50	10:09:58 at 713.9481 s
Craving Level:	50	10:09:58 at 714.1729 s
Craving Level:	50	10:09:59 at 714.3402 s
Craving Level:	50	10:09:59 at 714.5633 s
Craving Level:	50	10:09:59 at 714.7311 s
Craving Level:	50	10:09:59 at 714.9544 s
Craving Level:	50	10:09:59 at 715.1256 s
Craving Level:	50	10:10:00 at 715.3474 s
Craving Level:	50	10:10:00 at 715.5704 s
Craving Level:	50	10:10:00 at 715.7377 s
Craving Level:	50	10:10:00 at 715.9598 s
Craving Level:	50	10:10:00 at 716.13 s
Craving Level:	50	10:10:01 at 716.3528 s
Craving Level:	50	10:10:01 at 716.5254 s
Craving Level:	50	10:10:01 at 716.7434 s
Craving Level:	50	10:10:01 at 716.9657 s
Craving Level:	50	10:10:01 at 717.135 s
Craving Level:	50	10:10:02 at 717.3572 s
Craving Level:	50	10:10:02 at 717.5262 s
Craving Level:	50	10:10:02 at 717.7466 s
Craving Level:	50	10:10:02 at 717.9692 s
Craving Level:	50	10:10:02 at 718.138 s
Craving Level:	50	10:10:03 at 718.3622 s
Craving Level:	50	10:10:03 at 718.5298 s
Craving Level:	50	10:10:03 at 718.7526 s
Craving Level:	50	10:10:03 at 718.9752 s
Craving Level:	50	10:10:03 at 719.1447 s
Craving Level:	50	10:10:04 at 719.3666 s
Craving Level:	50	10:10:04 at 719.5334 s
Craving Level:	50	10:10:04 at 719.7575 s
Craving Level:	50	10:10:04 at 719.9284 s
Craving Level:	50	10:10:04 at 720.148 s
Craving Level:	50	10:10:05 at 720.371 s
Craving Level:	50	10:10:05 at 720.5381 s
Craving Level:	50	10:10:05 at 720.7599 s
Craving Level:	50	10:10:05 at 720.9275 s
Craving Level:	50	10:10:05 at 721.1514 s
Craving Level:	50	10:10:06 at 721.3744 s
Craving Level:	50	10:10:06 at 721.5415 s
Craving Level:	50	10:10:06 at 721.7643 s
Craving Level:	50	10:10:06 at 721.9322 s
Craving Level:	50	10:10:06 at 722.1588 s
Craving Level:	50	10:10:07 at 722.3295 s
Craving Level:	50	10:10:07 at 722.5525 s
Craving Level:	50	10:10:07 at 722.7756 s
Craving Level:	50	10:10:07 at 722.9426 s
Craving Level:	50	10:10:07 at 723.1687 s
Craving Level:	50	10:10:08 at 723.3376 s
Craving Level:	50	10:10:08 at 723.5593 s
Craving Level:	50	10:10:08 at 723.7265 s
Craving Level:	50	10:10:08 at 723.9504 s
Craving Level:	50	10:10:08 at 724.1754 s
Craving Level:	50	10:10:09 at 724.3426 s
Craving Level:	50	10:10:09 at 724.5647 s
Craving Level:	50	10:10:09 at 724.7317 s
Craving Level:	50	10:10:09 at 724.9548 s
Craving Level:	50	10:10:09 at 725.1252 s
Craving Level:	50	10:10:10 at 725.3462 s
Craving Level:	50	10:10:10 at 725.5697 s
Craving Level:	50	10:10:10 at 725.7367 s
Craving Level:	50	10:10:10 at 725.9586 s
Craving Level:	50	10:10:10 at 726.1277 s
Craving Level:	50	10:10:11 at 726.351 s
Craving Level:	50	10:10:11 at 726.5736 s
Craving Level:	50	10:10:11 at 726.7406 s
Craving Level:	50	10:10:11 at 726.9621 s
Craving Level:	50	10:10:11 at 727.1327 s
Craving Level:	50	10:10:12 at 727.3549 s
Craving Level:	50	10:10:12 at 727.5261 s
Craving Level:	50	10:10:12 at 727.7449 s
Craving Level:	50	10:10:12 at 727.9675 s
Craving Level:	50	10:10:12 at 728.1368 s
Craving Level:	50	10:10:13 at 728.359 s
Craving Level:	50	10:10:13 at 728.5265 s
Craving Level:	50	10:10:13 at 728.7481 s
Craving Level:	50	10:10:13 at 728.9717 s
Craving Level:	50	10:10:13 at 729.1417 s
Craving Level:	50	10:10:14 at 729.3639 s
Craving Level:	50	10:10:14 at 729.5312 s
Craving Level:	50	10:10:14 at 729.7528 s
Craving Level:	50	10:10:14 at 729.975 s
Craving Level:	50	10:10:14 at 730.1445 s
Craving Level:	50	10:10:15 at 730.3671 s
Craving Level:	50	10:10:15 at 730.5338 s
Craving Level:	50	10:10:15 at 730.7571 s
Craving Level:	50	10:10:15 at 730.9266 s
Craving Level:	50	10:10:15 at 731.1488 s
Craving Level:	50	10:10:16 at 731.3717 s
Craving Level:	50	10:10:16 at 731.5406 s
Craving Level:	50	10:10:16 at 731.7637 s
Craving Level:	50	10:10:16 at 731.9313 s
Craving Level:	50	10:10:16 at 732.1549 s
Craving Level:	50	10:10:17 at 732.3259 s
Craving Level:	50	10:10:17 at 732.546 s
Craving Level:	50	10:10:17 at 732.7687 s
Craving Level:	50	10:10:17 at 732.9358 s
Craving Level:	50	10:10:17 at 733.1607 s
Craving Level:	50	10:10:18 at 733.3292 s
Craving Level:	50	10:10:18 at 733.5514 s
Craving Level:	50	10:10:18 at 733.7755 s
Craving Level:	50	10:10:18 at 733.9435 s
Craving Level:	50	10:10:18 at 734.1677 s
Craving Level:	50	10:10:19 at 734.3354 s
Craving Level:	50	10:10:19 at 734.5589 s
Craving Level:	50	10:10:19 at 734.7278 s
Craving Level:	50	10:10:19 at 734.9504 s
Craving Level:	50	10:10:19 at 735.1749 s
Craving Level:	50	10:10:20 at 735.3427 s
Craving Level:	50	10:10:20 at 735.5663 s
Craving Level:	50	10:10:20 at 735.7339 s
Craving Level:	50	10:10:20 at 735.9559 s
Craving Level:	50	10:10:20 at 736.1262 s
Craving Level:	50	10:10:21 at 736.3494 s
Craving Level:	50	10:10:21 at 736.5718 s
Craving Level:	50	10:10:21 at 736.7386 s
Craving Level:	50	10:10:21 at 736.9609 s
Craving Level:	50	10:10:21 at 737.1303 s
Craving Level:	50	10:10:22 at 737.3536 s
Craving Level:	50	10:10:22 at 737.527 s
Craving Level:	50	10:10:22 at 737.7465 s
Craving Level:	50	10:10:22 at 737.9689 s
Craving Level:	50	10:10:22 at 738.1378 s
Craving Level:	50	10:10:23 at 738.3611 s
Craving Level:	50	10:10:23 at 738.5284 s
Craving Level:	50	10:10:23 at 738.7504 s
Craving Level:	50	10:10:23 at 738.9738 s
Craving Level:	50	10:10:23 at 739.1426 s
Craving Level:	50	10:10:24 at 739.3661 s
Craving Level:	50	10:10:24 at 739.5329 s
Craving Level:	50	10:10:24 at 739.7559 s
Craving Level:	50	10:10:24 at 739.927 s
Craving Level:	50	10:10:24 at 740.148 s
Craving Level:	50	10:10:25 at 740.3714 s
Craving Level:	50	10:10:25 at 740.5379 s
Craving Level:	50	10:10:25 at 740.7607 s
Craving Level:	50	10:10:25 at 740.9284 s
Craving Level:	50	10:10:25 at 741.1523 s
Craving Level:	50	10:10:26 at 741.3765 s
Craving Level:	50	10:10:26 at 741.5439 s
Craving Level:	50	10:10:26 at 741.7657 s
Craving Level:	50	10:10:26 at 741.9327 s
Craving Level:	50	10:10:26 at 742.1569 s
Craving Level:	50	10:10:27 at 742.3272 s
Craving Level:	50	10:10:27 at 742.5456 s
Craving Level:	50	10:10:27 at 742.7687 s
Craving Level:	50	10:10:27 at 742.9357 s
Craving Level:	50	10:10:27 at 743.1616 s
Craving Level:	50	10:10:28 at 743.3299 s
Craving Level:	50	10:10:28 at 743.5526 s
Craving Level:	50	10:10:28 at 743.7749 s
Craving Level:	50	10:10:28 at 743.9421 s
Craving Level:	50	10:10:28 at 744.167 s
Craving Level:	50	10:10:29 at 744.3343 s
Craving Level:	50	10:10:29 at 744.5558 s
Craving Level:	50	10:10:29 at 744.7264 s
Craving Level:	50	10:10:29 at 744.9453 s
Craving Level:	50	10:10:29 at 745.171 s
Craving Level:	50	10:10:30 at 745.3388 s
Craving Level:	50	10:10:30 at 745.561 s
Craving Level:	50	10:10:30 at 745.7283 s
Craving Level:	50	10:10:30 at 745.9501 s
Craving Level:	50	10:10:30 at 746.1754 s
Craving Level:	50	10:10:31 at 746.3418 s
Craving Level:	50	10:10:31 at 746.5647 s
Craving Level:	50	10:10:31 at 746.732 s
Craving Level:	50	10:10:31 at 746.9538 s
Craving Level:	50	10:10:31 at 747.127 s
Craving Level:	50	10:10:32 at 747.3455 s
Craving Level:	50	10:10:32 at 747.5677 s
Craving Level:	50	10:10:32 at 747.7354 s
Craving Level:	50	10:10:32 at 747.9579 s
Craving Level:	50	10:10:32 at 748.1264 s
Craving Level:	50	10:10:33 at 748.3491 s
Craving Level:	50	10:10:33 at 748.5712 s
Craving Level:	50	10:10:33 at 748.7382 s
Craving Level:	50	10:10:33 at 748.9608 s
Craving Level:	50	10:10:33 at 749.1295 s
Craving Level:	50	10:10:34 at 749.3517 s
Craving Level:	50	10:10:34 at 749.5746 s
Craving Level:	50	10:10:34 at 749.742 s
Craving Level:	50	10:10:34 at 749.9641 s
Craving Level:	50	10:10:34 at 750.1331 s
Craving Level:	50	10:10:35 at 750.3561 s
Craving Level:	50	10:10:35 at 750.5272 s
Craving Level:	50	10:10:35 at 750.7462 s
Craving Level:	50	10:10:35 at 750.9687 s
Craving Level:	50	10:10:35 at 751.1385 s
Craving Level:	50	10:10:36 at 751.3609 s
Craving Level:	50	10:10:36 at 751.5285 s
Craving Level:	50	10:10:36 at 751.7511 s
Craving Level:	50	10:10:36 at 751.9737 s
Craving Level:	50	10:10:36 at 752.1421 s
Craving Level:	50	10:10:37 at 752.3642 s
Craving Level:	50	10:10:37 at 752.5311 s
Craving Level:	50	10:10:37 at 752.7546 s
Craving Level:	50	10:10:37 at 752.9264 s
Craving Level:	50	10:10:37 at 753.1469 s
Craving Level:	50	10:10:38 at 753.3694 s
Craving Level:	50	10:10:38 at 753.5369 s
Craving Level:	50	10:10:38 at 753.7613 s
Craving Level:	50	10:10:38 at 753.9293 s
Craving Level:	50	10:10:38 at 754.1525 s
Craving Level:	50	10:10:39 at 754.3763 s
Craving Level:	50	10:10:39 at 754.5435 s
Craving Level:	50	10:10:39 at 754.7653 s
Craving Level:	50	10:10:39 at 754.9329 s
Craving Level:	50	10:10:39 at 755.1586 s
Craving Level:	50	10:10:40 at 755.3266 s
Craving Level:	50	10:10:40 at 755.5488 s
Craving Level:	50	10:10:40 at 755.7715 s
Craving Level:	50	10:10:40 at 755.9384 s
Craving Level:	50	10:10:40 at 756.1623 s
Craving Level:	50	10:10:41 at 756.3311 s
Craving Level:	50	10:10:41 at 756.5533 s
Craving Level:	50	10:10:41 at 756.7749 s
Craving Level:	50	10:10:41 at 756.9425 s
Craving Level:	50	10:10:41 at 757.1677 s
Craving Level:	50	10:10:42 at 757.3343 s
Craving Level:	50	10:10:42 at 757.5569 s
Craving Level:	50	10:10:42 at 757.725 s
Craving Level:	50	10:10:42 at 757.9464 s
Craving Level:	50	10:10:42 at 758.1723 s
Craving Level:	50	10:10:43 at 758.3393 s
Craving Level:	50	10:10:43 at 758.5618 s
Craving Level:	50	10:10:43 at 758.7285 s
Craving Level:	50	10:10:43 at 758.9514 s
Craving Level:	50	10:10:43 at 759.1259 s
Craving Level:	50	10:10:44 at 759.3438 s
Craving Level:	50	10:10:44 at 759.5673 s
Craving Level:	50	10:10:44 at 759.736 s
Craving Level:	50	10:10:44 at 759.9589 s
Craving Level:	50	10:10:44 at 760.1284 s
Craving Level:	50	10:10:45 at 760.3502 s
Craving Level:	50	10:10:45 at 760.5727 s
Craving Level:	50	10:10:45 at 760.7395 s
Craving Level:	50	10:10:45 at 760.9621 s
Craving Level:	50	10:10:45 at 761.1309 s
Craving Level:	50	10:10:46 at 761.3532 s
Craving Level:	50	10:10:46 at 761.575 s
Craving Level:	50	10:10:46 at 761.7421 s
Craving Level:	50	10:10:46 at 761.9648 s
Craving Level:	50	10:10:46 at 762.1341 s
Craving Level:	50	10:10:47 at 762.3569 s
Craving Level:	50	10:10:47 at 762.5282 s
Craving Level:	50	10:10:47 at 762.7468 s
Craving Level:	50	10:10:47 at 762.969 s
Craving Level:	50	10:10:47 at 763.1379 s
Craving Level:	50	10:10:48 at 763.3602 s
Craving Level:	50	10:10:48 at 763.528 s
Craving Level:	50	10:10:48 at 763.7503 s
Craving Level:	50	10:10:48 at 763.9723 s
Craving Level:	50	10:10:48 at 764.1414 s
Craving Level:	50	10:10:49 at 764.3638 s
Craving Level:	50	10:10:49 at 764.5306 s
Craving Level:	50	10:10:49 at 764.7527 s
Craving Level:	50	10:10:49 at 764.9754 s
Craving Level:	50	10:10:49 at 765.145 s
Craving Level:	50	10:10:50 at 765.3677 s
Craving Level:	50	10:10:50 at 765.5345 s
Craving Level:	50	10:10:50 at 765.7575 s
Craving Level:	50	10:10:50 at 765.9259 s
Craving Level:	50	10:10:50 at 766.1486 s
Craving Level:	50	10:10:51 at 766.3705 s
Craving Level:	50	10:10:51 at 766.5376 s
Craving Level:	50	10:10:51 at 766.7605 s
Craving Level:	50	10:10:51 at 766.9281 s
Craving Level:	50	10:10:51 at 767.1523 s
Craving Level:	50	10:10:52 at 767.3757 s
Craving Level:	50	10:10:52 at 767.5439 s
Craving Level:	50	10:10:52 at 767.7665 s
Craving Level:	50	10:10:52 at 767.9335 s
Craving Level:	50	10:10:52 at 768.1582 s
Craving Level:	50	10:10:53 at 768.3264 s
Craving Level:	50	10:10:53 at 768.5472 s
Craving Level:	50	10:10:53 at 768.7698 s
Craving Level:	50	10:10:53 at 768.9371 s
Craving Level:	50	10:10:53 at 769.1631 s
Craving Level:	50	10:10:54 at 769.3306 s
Craving Level:	50	10:10:54 at 769.5537 s
Craving Level:	50	10:10:54 at 769.7262 s
Craving Level:	50	10:10:54 at 769.9445 s
Craving Level:	50	10:10:54 at 770.1683 s
Craving Level:	50	10:10:55 at 770.3354 s
Craving Level:	50	10:10:55 at 770.5578 s
Craving Level:	50	10:10:55 at 770.7257 s
Craving Level:	50	10:10:55 at 770.9469 s
Craving Level:	50	10:10:55 at 771.1713 s
Craving Level:	50	10:10:56 at 771.3389 s
Craving Level:	50	10:10:56 at 771.5622 s
Craving Level:	50	10:10:56 at 771.7296 s
Craving Level:	50	10:10:56 at 771.9515 s
Craving Level:	50	10:10:56 at 772.1759 s
Craving Level:	50	10:10:57 at 772.3427 s
Craving Level:	50	10:10:57 at 772.5653 s
Craving Level:	50	10:10:57 at 772.7321 s
Craving Level:	50	10:10:57 at 772.9545 s
Craving Level:	50	10:10:57 at 773.1274 s
Craving Level:	50	10:10:58 at 773.3457 s
Craving Level:	50	10:10:58 at 773.5688 s
Craving Level:	50	10:10:58 at 773.7355 s
Craving Level:	50	10:10:58 at 773.9584 s
Craving Level:	50	10:10:58 at 774.1272 s
Craving Level:	50	10:10:59 at 774.3498 s
Craving Level:	50	10:10:59 at 774.572 s
Craving Level:	50	10:10:59 at 774.7401 s
Craving Level:	50	10:10:59 at 774.962 s
Craving Level:	50	10:10:59 at 775.1309 s
Craving Level:	50	10:11:00 at 775.3531 s
Craving Level:	50	10:11:00 at 775.5751 s
Craving Level:	50	10:11:00 at 775.7444 s
Craving Level:	50	10:11:00 at 775.9662 s
Craving Level:	50	10:11:00 at 776.1352 s
Craving Level:	50	10:11:01 at 776.3578 s
Craving Level:	50	10:11:01 at 776.5255 s
Craving Level:	50	10:11:01 at 776.7481 s
Craving Level:	50	10:11:01 at 776.9712 s
Craving Level:	50	10:11:01 at 777.1426 s
Craving Level:	50	10:11:02 at 777.3655 s
Craving Level:	50	10:11:02 at 777.533 s
Craving Level:	50	10:11:02 at 777.7562 s
Craving Level:	50	10:11:02 at 777.9257 s
Craving Level:	50	10:11:02 at 778.1483 s
Craving Level:	50	10:11:03 at 778.3699 s
Craving Level:	50	10:11:03 at 778.5364 s
Craving Level:	50	10:11:03 at 778.76 s
Craving Level:	50	10:11:03 at 778.9282 s
Craving Level:	50	10:11:03 at 779.1516 s
Craving Level:	50	10:11:04 at 779.3736 s
Craving Level:	50	10:11:04 at 779.541 s
Craving Level:	50	10:11:04 at 779.7628 s
Craving Level:	50	10:11:04 at 779.9302 s
Craving Level:	50	10:11:37 at 812.5002 s
Craving Level:	50	10:11:37 at 812.9021 s
Craving Level:	50	10:11:37 at 812.9622 s
Craving Level:	50	10:11:37 at 813.1302 s
Craving Level:	50	10:11:38 at 813.348 s
Craving Level:	50	10:11:38 at 813.5659 s
Craving Level:	50	10:11:38 at 813.7314 s
Craving Level:	50	10:11:38 at 813.9507 s
Craving Level:	50	10:11:38 at 814.1713 s
Craving Level:	50	10:11:39 at 814.3363 s
Craving Level:	50	10:11:39 at 814.5536 s
Craving Level:	50	10:11:39 at 814.7722 s
Craving Level:	50	10:11:39 at 814.9357 s
Craving Level:	50	10:11:39 at 815.1564 s
Craving Level:	50	10:11:40 at 815.3752 s
Craving Level:	50	10:11:40 at 815.5396 s
Craving Level:	50	10:11:40 at 815.7584 s
Craving Level:	50	10:11:40 at 815.9263 s
Craving Level:	50	10:11:40 at 816.1431 s
Craving Level:	50	10:11:41 at 816.3667 s
Craving Level:	50	10:11:41 at 816.5311 s
Craving Level:	51	10:11:41 at 816.7496 s
Craving Level:	51	10:11:41 at 816.9685 s
Craving Level:	52	10:11:41 at 817.1351 s
Craving Level:	52	10:11:42 at 817.3532 s
Craving Level:	53	10:11:42 at 817.5716 s
Craving Level:	53	10:11:42 at 817.7349 s
Craving Level:	53	10:11:42 at 817.9534 s
Craving Level:	53	10:11:42 at 818.1746 s
Craving Level:	54	10:11:43 at 818.3388 s
Craving Level:	54	10:11:43 at 818.5573 s
Craving Level:	54	10:11:43 at 818.7754 s
Craving Level:	54	10:11:43 at 818.9394 s
Craving Level:	54	10:11:43 at 819.1604 s
Craving Level:	54	10:11:44 at 819.3265 s
Craving Level:	54	10:11:44 at 819.5433 s
Craving Level:	55	10:11:44 at 819.761 s
Craving Level:	55	10:11:44 at 819.9263 s
Craving Level:	55	10:11:44 at 820.1442 s
Craving Level:	55	10:11:45 at 820.3648 s
Craving Level:	55	10:11:45 at 820.5305 s
Craving Level:	55	10:11:45 at 820.7486 s
Craving Level:	56	10:11:45 at 820.9665 s
Craving Level:	56	10:11:45 at 821.1329 s
Craving Level:	56	10:11:46 at 821.3519 s
Craving Level:	56	10:11:46 at 821.5708 s
Craving Level:	56	10:11:46 at 821.7342 s
Craving Level:	56	10:11:46 at 821.9534 s
Craving Level:	56	10:11:46 at 822.1751 s
Craving Level:	57	10:11:47 at 822.3384 s
Craving Level:	57	10:11:47 at 822.5571 s
Craving Level:	57	10:11:47 at 822.7749 s
Craving Level:	57	10:11:47 at 822.9392 s
Craving Level:	57	10:11:47 at 823.1589 s
Craving Level:	57	10:11:48 at 823.3261 s
Craving Level:	57	10:11:48 at 823.5421 s
Craving Level:	57	10:11:48 at 823.7608 s
Craving Level:	57	10:11:48 at 823.9259 s
Craving Level:	57	10:11:48 at 824.1478 s
Craving Level:	57	10:11:49 at 824.3692 s
Craving Level:	57	10:11:49 at 824.5352 s
Craving Level:	57	10:11:49 at 824.7573 s
Craving Level:	57	10:11:49 at 824.9257 s
Craving Level:	57	10:11:49 at 825.1487 s
Craving Level:	57	10:11:50 at 825.3716 s
Craving Level:	57	10:11:50 at 825.5379 s
Craving Level:	57	10:11:50 at 825.76 s
Craving Level:	57	10:11:50 at 825.9284 s
Craving Level:	57	10:11:50 at 826.1527 s
Craving Level:	57	10:11:51 at 826.3738 s
Craving Level:	57	10:11:51 at 826.5402 s
Craving Level:	57	10:11:51 at 826.7613 s
Craving Level:	57	10:11:51 at 826.9282 s
Craving Level:	57	10:11:51 at 827.1511 s
Craving Level:	57	10:11:52 at 827.373 s
Craving Level:	57	10:11:52 at 827.5398 s
Craving Level:	57	10:11:52 at 827.7627 s
Craving Level:	57	10:11:52 at 827.9284 s
Craving Level:	57	10:11:52 at 828.1513 s
Craving Level:	57	10:11:53 at 828.3725 s
Craving Level:	57	10:11:53 at 828.5391 s
Craving Level:	57	10:11:53 at 828.7599 s
Craving Level:	57	10:11:53 at 828.9262 s
Craving Level:	57	10:11:53 at 829.1498 s
Craving Level:	57	10:11:54 at 829.3729 s
Craving Level:	57	10:11:54 at 829.5386 s
Craving Level:	57	10:11:54 at 829.7594 s
Craving Level:	57	10:11:54 at 829.9268 s
Craving Level:	57	10:11:54 at 830.1494 s
Craving Level:	57	10:11:55 at 830.3712 s
Craving Level:	57	10:11:55 at 830.5376 s
Craving Level:	57	10:11:55 at 830.7587 s
Craving Level:	57	10:11:55 at 830.9265 s
Craving Level:	57	10:11:55 at 831.15 s
Craving Level:	57	10:11:56 at 831.3705 s
Craving Level:	57	10:11:56 at 831.5369 s
Craving Level:	57	10:11:56 at 831.7573 s
Craving Level:	57	10:11:56 at 831.9274 s
Craving Level:	57	10:11:56 at 832.1501 s
Craving Level:	57	10:11:57 at 832.3736 s
Craving Level:	57	10:11:57 at 832.5405 s
Craving Level:	57	10:11:57 at 832.7625 s
Craving Level:	57	10:11:57 at 832.9303 s
Craving Level:	57	10:11:57 at 833.1552 s
Craving Level:	57	10:11:58 at 833.3272 s
Craving Level:	57	10:11:58 at 833.5455 s
Craving Level:	57	10:11:58 at 833.7681 s
Craving Level:	57	10:11:58 at 833.9351 s
Craving Level:	57	10:11:58 at 834.1595 s
Craving Level:	57	10:11:59 at 834.3279 s
Craving Level:	57	10:11:59 at 834.5513 s
Craving Level:	57	10:11:59 at 834.775 s
Craving Level:	57	10:11:59 at 834.944 s
Craving Level:	57	10:11:59 at 835.1705 s
Craving Level:	57	10:12:00 at 835.3374 s
Craving Level:	57	10:12:00 at 835.5601 s
Craving Level:	57	10:12:00 at 835.7311 s
Craving Level:	57	10:12:00 at 835.9555 s
Craving Level:	57	10:12:00 at 836.1272 s
Craving Level:	57	10:12:01 at 836.3511 s
Craving Level:	57	10:12:01 at 836.5737 s
Craving Level:	57	10:12:01 at 836.741 s
Craving Level:	57	10:12:01 at 836.9631 s
Craving Level:	57	10:12:01 at 837.1315 s
Craving Level:	57	10:12:02 at 837.3555 s
Craving Level:	57	10:12:02 at 837.5267 s
Craving Level:	57	10:12:02 at 837.7458 s
Craving Level:	57	10:12:02 at 837.9687 s
Craving Level:	57	10:12:02 at 838.1383 s
Craving Level:	57	10:12:03 at 838.3608 s
Craving Level:	57	10:12:03 at 838.5283 s
Craving Level:	57	10:12:03 at 838.7499 s
Craving Level:	57	10:12:03 at 838.9717 s
Craving Level:	57	10:12:03 at 839.1403 s
Craving Level:	57	10:12:04 at 839.3638 s
Craving Level:	57	10:12:04 at 839.5309 s
Craving Level:	57	10:12:04 at 839.7541 s
Craving Level:	57	10:12:04 at 839.9261 s
Craving Level:	57	10:12:04 at 840.1473 s
Craving Level:	57	10:12:05 at 840.3697 s
Craving Level:	57	10:12:05 at 840.5374 s
Craving Level:	57	10:12:05 at 840.7596 s
Craving Level:	57	10:12:05 at 840.9285 s
